 09739/14;2,02009E+12;Perdedora
 09739/14;1,20681E+13;Perdedora
 09739/14;1,12684E+13;Vencedora
 09741/14;4,15777E+13;Perdedora
 09741/14;2,02009E+12;Perdedora
 09741/14;1,5408E+13;Vencedora
 09743/14;1,39895E+11;Perdedora
 09743/14;1,20681E+13;Perdedora
 09743/14;1,12684E+13;Vencedora
 09744/14;5,80072E+13;Vencedora
 09744/14;2,12676E+13;Perdedora
 09744/14;8,61076E+13;Perdedora
 09744/14;1,14016E+13;Perdedora
 09744/14;7,08138E+12;Perdedora
 09744/14;5,13504E+13;Perdedora
 09750/14;1,12684E+13;Perdedora
 09750/14;1,12684E+13;Perdedora
 09750/14;1,39895E+11;Vencedora
 10854/14;2,42698E+13;Vencedora
 16647/14;2,89604E+12;Vencedora
 26604/14;1,12684E+13;Vencedora
 26605/14;8,70115E+12;Vencedora
 26959/14;3,5571E+13;Vencedora
 30128/14;1,34483E+13;Vencedora
 09664/14;1,12684E+13;Vencedora
 09666/14;1,12684E+13;Vencedora
 37261/14;4,12232E+12;Perdedora
 37261/14;1,12684E+13;Perdedora
 37261/14;1,39895E+11;Vencedora
 37262/14;5,80072E+13;Vencedora
 37262/14;2,12676E+13;Perdedora
 37262/14;8,61076E+13;Perdedora
 37262/14;1,14016E+13;Perdedora
 37262/14;7,08138E+12;Perdedora
 37262/14;5,13504E+13;Perdedora
 37263/14;4,12232E+12;Perdedora
 37263/14;1,12684E+13;Perdedora
 37263/14;1,39895E+11;Vencedora
 37264/14;1,12684E+13;Perdedora
 37264/14;4,12232E+12;Perdedora
 37264/14;1,39895E+11;Vencedora
 37265/14;4,12232E+12;Perdedora
 37265/14;1,12684E+13;Perdedora
 37265/14;1,39895E+11;Vencedora
 37268/14;4,12232E+12;Perdedora
 37268/14;1,12684E+13;Perdedora
 37268/14;1,39895E+11;Vencedora
 40116/14;2,00337E+13;Vencedora
 43260/14;1,39895E+11;Vencedora
 11709/14;1,5408E+13;Perdedora
 11709/14;1,20681E+13;Vencedora
 00033/15;8,70115E+12;Vencedora
 00035/15;8,70115E+12;Vencedora
 00048/15;5,80072E+13;Vencedora
 00048/15;2,12676E+13;Perdedora
 00048/15;8,61076E+13;Perdedora
 00048/15;1,14016E+13;Perdedora
 00048/15;7,08138E+12;Perdedora
 00048/15;5,13504E+13;Perdedora
 00288/15;1,49767E+13;Vencedora
 03584/15;1,49767E+13;Perdedora
 03584/15;8,67303E+12;Perdedora
 03584/15;8,70115E+12;Vencedora
 16620/15;1,12684E+13;Perdedora
 16620/15;1,05464E+13;Perdedora
 16620/15;1,49767E+13;Vencedora
 18907/15;1,52463E+12;Perdedora
 18907/15;1,41408E+13;Vencedora
 19210/15;5,80072E+13;Vencedora
 19210/15;2,12676E+13;Perdedora
 19210/15;8,61076E+13;Perdedora
 19210/15;1,14016E+13;Perdedora
 19210/15;7,08138E+12;Perdedora
 19210/15;5,13504E+13;Perdedora
 18907/15;6,2039E+12;Vencedora
 31204/15;1,84305E+13;Vencedora
 31205/15;1,84305E+13;Vencedora
 09276/15;8,70115E+12;Vencedora
 46567/15;1,5408E+13;Perdedora
 46567/15;1,84305E+13;Vencedora
 51382/15;1,84305E+13;Vencedora
 51383/15;1,5408E+13;Perdedora
 51383/15;8,70115E+12;Vencedora
 15149/15;1,94208E+13;Perdedora
 15149/15;1,84305E+13;Perdedora
 15149/15;1,49767E+13;Vencedora
 09151/16;8,70115E+12;Vencedora
 15705/16;2,31416E+12;Perdedora
 15705/16;1,13922E+13;Perdedora
 15705/16;1,41408E+13;Vencedora
 18472/16;2,16068E+13;Perdedora
 18472/16;8,70115E+12;Perdedora
 18472/16;1,49767E+13;Vencedora
 05200/16;8,70115E+12;Perdedora
 05200/16;1,84305E+13;Vencedora
 10437/16;8,70115E+12;Vencedora
 44964/16;1,84305E+13;Perdedora
 44964/16;1,49767E+13;Perdedora
 44964/16;1,16226E+13;Vencedora
 61594/16;3,27897E+12;Vencedora
 21581/17;1,57059E+13;Vencedora
 29958/17;3,27897E+12;Vencedora
 12208/17;1,45754E+13;Perdedora
 12208/17;1,10942E+13;Perdedora
 12208/17;1,24027E+13;Perdedora
 12208/17;9,32653E+12;Perdedora
 12208/17;1,49767E+13;Vencedora
 23846/18;1,57059E+13;Vencedora
 46038/18;7,72847E+12;Vencedora
 51450/18;3,77559E+12;Vencedora
 72566/18;4,11184E+13;Vencedora
 06239/19;1,17367E+13;Perdedora
 06239/19;3,27897E+12;Perdedora
 06239/19;1,84305E+13;Vencedora
 81722/18;7,60931E+12;Perdedora
 81722/18;1,33511E+13;Perdedora
 81722/18;2,02564E+13;Vencedora
 81733/18;2,67812E+13;Perdedora
 81733/18;1,33511E+13;Vencedora
 12306/19;2,79446E+13;Vencedora
 12326/19;2,79446E+13;Vencedora
 12892/19;8,52714E+12;Perdedora
 12892/19;5,75775E+12;Perdedora
 12892/19;3,3954E+12;Vencedora
 18661/19;2,91076E+13;Vencedora
 18669/19;2,91076E+13;Vencedora
 23269/19;3,27897E+12;Vencedora
 04354/20;1,74907E+13;Vencedora
 04866/20;3,13816E+13;Vencedora
 13926/20;3,11722E+13;Vencedora
 35472/20;4,06464E+12;Vencedora
 35474/20;2,48703E+13;Vencedora
 37570/20;3,13234E+12;Vencedora
 46822/20;2,42154E+13;Vencedora
 48789/20;1,33511E+13;Vencedora
 62953/20;1,33511E+13;Vencedora
 63100/20;3,5675E+13;Vencedora
 57072/20;3,47466E+13;Vencedora
 06396/21;3,49551E+13;Vencedora
 08522/21;3,76337E+13;Vencedora
 08526/21;6,09131E+12;Vencedora
 08529/21;2,46028E+13;Vencedora
 25956/21;3,01156E+13;Vencedora
 34436/21;3,62533E+13;Vencedora
 36268/21;3,63293E+13;Vencedora
 36916/21;3,62533E+13;Vencedora
 36956/21;9,21022E+12;Vencedora
 43454/21;1,41408E+13;Vencedora
 45166/21;2,91076E+13;Vencedora
 54377/21;8,26946E+12;Vencedora
 55423/21;4,07293E+13;Vencedora
 66854/21;4,00054E+13;Vencedora
 66856/21;3,3313E+13;Vencedora
 67528/21;3,47466E+13;Vencedora
 67531/21;2,24445E+13;Vencedora
 67536/21;4,01203E+13;Vencedora
 67541/21;1,75733E+13;Vencedora
 67779/21;3,55895E+13;Vencedora
 68140/21;9,13955E+12;Vencedora
 69169/21;3,01156E+13;Vencedora
 69765/21;2,70052E+13;Vencedora
 83485/21;3,47466E+13;Vencedora
 83488/21;2,40543E+13;Vencedora
 93372/21;3,86633E+13;Vencedora
 69803/18;7,90963E+12;Perdedora
 69803/18;8,38124E+12;Perdedora
 69803/18;7,80426E+12;Vencedora
 70382/18;8,43865E+12;Vencedora
 71216/18;8,65184E+12;Perdedora
 71216/18;1,75608E+13;Perdedora
 71216/18;1,4992E+13;Vencedora
 71306/18;2,9885E+13;Perdedora
 71306/18;2,00103E+13;Perdedora
 71306/18;1,94208E+13;Vencedora
 72515/18;2,9885E+13;Vencedora
 72526/18;1,65875E+12;Vencedora
 73093/18;1,54098E+13;Perdedora
 73093/18;1,49775E+13;Perdedora
 73093/18;2,51575E+13;Vencedora
 73266/18;1,57059E+13;Vencedora
 73842/18;2,52505E+13;Perdedora
 73842/18;2,09493E+13;Perdedora
 73842/18;3,55868E+13;Perdedora
 73842/18;2,29243E+13;Perdedora
 73842/18;6,17636E+12;Perdedora
 73842/18;2,40648E+13;Perdedora
 73842/18;1,76245E+13;Vencedora
 74254/18;2,09493E+13;Perdedora
 74254/18;2,29243E+13;Vencedora
 75438/18;2,79446E+13;Vencedora
 76319/18;1,05456E+13;Vencedora
 76371/18;3,39579E+12;Vencedora
 76487/18;1,11502E+13;Vencedora
 77513/18;2,40244E+13;Perdedora
 77513/18;8,43865E+12;Perdedora
 77513/18;2,28852E+13;Vencedora
 77718/18;2,27592E+13;Perdedora
 77718/18;2,42635E+13;Vencedora
 77752/18;2,79446E+13;Perdedora
 77752/18;8,43865E+12;Perdedora
 77752/18;1,7441E+13;Perdedora
 77752/18;1,78098E+13;Perdedora
 77752/18;5,88117E+12;Perdedora
 77752/18;3,06769E+13;Vencedora
 77759/18;3,16153E+13;Vencedora
 78191/18;7,90963E+12;Vencedora
 78194/18;7,90963E+12;Vencedora
 78348/18;1,75608E+13;Perdedora
 78348/18;2,67812E+13;Perdedora
 78348/18;2,74504E+13;Vencedora
 78435/18;1,43132E+13;Perdedora
 78435/18;8,43865E+12;Perdedora
 78435/18;2,27592E+13;Vencedora
 79224/18;2,09302E+13;Perdedora
 79224/18;1,78098E+13;Perdedora
 79224/18;8,43865E+12;Perdedora
 79224/18;2,05334E+13;Perdedora
 79224/18;2,62786E+12;Perdedora
 79224/18;2,16013E+13;Perdedora
 79224/18;2,65427E+13;Vencedora
 80240/18;7,54072E+12;Vencedora
 80251/18;1,52338E+13;Perdedora
 80251/18;1,11706E+13;Perdedora
 80251/18;1,97441E+13;Perdedora
 80251/18;2,28852E+13;Perdedora
 80251/18;7,52455E+12;Perdedora
 80251/18;2,73477E+13;Vencedora
 80291/18;2,90503E+13;Perdedora
 80291/18;1,52338E+13;Perdedora
 80291/18;4,44179E+12;Perdedora
 80291/18;2,28852E+13;Perdedora
 80291/18;1,74159E+13;Perdedora
 80291/18;7,52455E+12;Perdedora
 80291/18;2,94954E+13;Perdedora
 80291/18;1,97441E+13;Perdedora
 80291/18;1,11706E+13;Perdedora
 80291/18;2,73477E+13;Vencedora
 80731/18;2,16454E+13;Vencedora
 80731/18;1,33511E+13;Vencedora
 81091/18;2,29243E+13;Perdedora
 81091/18;1,7604E+13;Perdedora
 81091/18;2,74912E+13;Perdedora
 81091/18;1,11706E+13;Perdedora
 81091/18;1,37218E+13;Perdedora
 81091/18;1,33511E+13;Perdedora
 81091/18;2,16454E+13;Vencedora
 81190/18;1,52338E+13;Perdedora
 81190/18;2,19334E+13;Perdedora
 81190/18;2,52505E+13;Perdedora
 81190/18;2,91076E+13;Perdedora
 81190/18;1,33511E+13;Perdedora
 81190/18;1,2103E+13;Perdedora
 81190/18;1,76245E+13;Perdedora
 81190/18;2,76232E+13;Perdedora
 81190/18;2,02564E+13;Perdedora
 81190/18;2,29243E+13;Perdedora
 81190/18;3,55868E+13;Vencedora
 81525/18;1,76207E+13;Vencedora
 81537/18;5,821E+12;Perdedora
 81537/18;2,40244E+13;Vencedora
 81811/18;2,27592E+13;Perdedora
 81811/18;2,9288E+13;Perdedora
 81811/18;2,91027E+13;Perdedora
 81811/18;2,62786E+12;Vencedora
 82032/18;2,97476E+13;Vencedora
 82289/18;4,66769E+12;Vencedora
 82506/18;1,08411E+12;Perdedora
 82506/18;7,17767E+12;Perdedora
 82506/18;1,86044E+13;Vencedora
 82932/18;1,11706E+13;Perdedora
 82932/18;3,27897E+12;Perdedora
 82932/18;1,11502E+13;Vencedora
 82976/18;1,41024E+13;Vencedora
 83129/18;1,51618E+13;Perdedora
 83129/18;1,78098E+13;Vencedora
 83385/18;4,66769E+12;Vencedora
 84066/18;2,25762E+13;Perdedora
 84066/18;1,66134E+13;Perdedora
 84066/18;2,12119E+13;Perdedora
 84066/18;3,19004E+13;Vencedora
 84313/18;1,66134E+13;Vencedora
 84469/18;4,88191E+12;Perdedora
 84469/18;1,7441E+13;Vencedora
 84478/18;1,51618E+13;Perdedora
 84478/18;2,27592E+13;Vencedora
 84964/18;3,1095E+13;Perdedora
 84964/18;3,55868E+13;Perdedora
 84964/18;2,9885E+13;Perdedora
 84964/18;7,56385E+12;Vencedora
 84978/18;3,19004E+13;Perdedora
 84978/18;2,06901E+12;Vencedora
 84998/18;7,94083E+12;Perdedora
 84998/18;3,0233E+13;Vencedora
 85002/18;2,49298E+13;Vencedora
 85031/18;1,58079E+13;Vencedora
 85062/18;2,98296E+13;Vencedora
 85246/18;8,43865E+12;Perdedora
 85246/18;2,79446E+13;Perdedora
 85246/18;2,09302E+13;Vencedora
 85246/18;2,09302E+13;Vencedora
 48131/19;1,43132E+13;Vencedora
 48141/19;1,43132E+13;Vencedora
 48166/19;1,51618E+13;Perdedora
 48166/19;1,06292E+13;Vencedora
 48311/19;4,93482E+12;Vencedora
 48317/19;1,51618E+13;Perdedora
 48317/19;3,06769E+13;Perdedora
 48317/19;2,97113E+13;Vencedora
 48327/19;5,07934E+12;Vencedora
 48349/19;2,6942E+13;Perdedora
 48349/19;2,67433E+13;Perdedora
 48349/19;2,02564E+13;Perdedora
 48349/19;3,11722E+13;Vencedora
 48453/19;2,27592E+13;Perdedora
 48453/19;2,46586E+13;Perdedora
 48453/19;2,98421E+13;Perdedora
 48453/19;2,91027E+13;Vencedora
 48589/19;3,25371E+13;Perdedora
 48589/19;1,78098E+13;Perdedora
 48589/19;2,85556E+12;Perdedora
 48589/19;2,98192E+13;Perdedora
 48589/19;2,69101E+13;Perdedora
 48589/19;2,46586E+13;Perdedora
 48589/19;1,5003E+13;Perdedora
 48589/19;3,55901E+13;Vencedora
 48591/19;1,0368E+13;Vencedora
 12962/19;9,18183E+12;Vencedora
 12969/19;1,66451E+12;Perdedora
 12969/19;7,91413E+12;Vencedora
 48776/19;3,1095E+13;Vencedora
 48796/19;1,43132E+13;Vencedora
 48854/19;9,46823E+12;Vencedora
 48854/19;2,76364E+13;Vencedora
 48939/19;1,5003E+13;Vencedora
 49020/19;2,62786E+12;Vencedora
 49050/19;9,3231E+12;Vencedora
 49057/19;9,09732E+12;Vencedora
 49073/19;3,35385E+13;Vencedora
 49079/19;3,18939E+13;Vencedora
 49111/19;1,92741E+13;Perdedora
 49111/19;9,19697E+12;Vencedora
 13037/19;1,09131E+12;Vencedora
 13037/19;2,83025E+13;Vencedora
 49119/19;2,68058E+13;Vencedora
 49156/19;1,89209E+13;Perdedora
 49156/19;1,2097E+13;Perdedora
 49156/19;1,43132E+13;Vencedora
 49170/19;2,42797E+13;Vencedora
 49170/19;7,74648E+12;Vencedora
 49184/19;1,44026E+13;Vencedora
 49190/19;2,30652E+13;Vencedora
 49245/19;2,28852E+13;Vencedora
 49245/19;3,06769E+13;Vencedora
 49308/19;7,26428E+12;Perdedora
 49308/19;3,33844E+12;Vencedora
 49416/19;2,4321E+13;Vencedora
 49601/19;2,72757E+13;Vencedora
 49887/19;8,65184E+12;Vencedora
 13221/19;1,72877E+13;Perdedora
 13221/19;1,8054E+13;Vencedora
 49920/19;9,29237E+12;Perdedora
 49920/19;3,50083E+12;Perdedora
 49920/19;9,16437E+12;Vencedora
 13312/19;2,64654E+13;Vencedora
 13312/19;3,05597E+13;Vencedora
 13312/19;1,82962E+13;Vencedora
 13312/19;2,59687E+12;Vencedora
 13312/19;1,98355E+13;Vencedora
 13312/19;3,55884E+13;Vencedora
 13322/19;3,19004E+13;Vencedora
 13346/19;4,66769E+12;Vencedora
 13357/19;2,12405E+13;Vencedora
 50342/19;9,6004E+12;Perdedora
 50342/19;6,31798E+12;Perdedora
 50342/19;1,07182E+13;Vencedora
 13399/19;2,40648E+13;Perdedora
 13399/19;1,0735E+13;Perdedora
 13399/19;2,91076E+13;Vencedora
 13399/19;3,06446E+13;Vencedora
 50453/19;3,3777E+13;Vencedora
 50474/19;8,31063E+12;Vencedora
 50497/19;6,29267E+12;Vencedora
 13417/19;2,40244E+13;Perdedora
 13417/19;2,75064E+12;Vencedora
 50527/19;2,17987E+13;Vencedora
 50541/19;1,31592E+13;Vencedora
 50547/19;1,09545E+13;Vencedora
 50583/19;2,30117E+13;Vencedora
 50588/19;3,3777E+13;Perdedora
 50588/19;1,78098E+13;Vencedora
 50598/19;2,30117E+13;Vencedora
 50693/19;2,68368E+13;Vencedora
 50762/19;1,26718E+13;Vencedora
 13505/19;3,27897E+12;Perdedora
 13505/19;1,05653E+13;Perdedora
 13505/19;2,65209E+13;Perdedora
 13505/19;1,33511E+13;Perdedora
 13505/19;2,30117E+13;Perdedora
 13505/19;1,52338E+13;Perdedora
 13505/19;1,2103E+13;Perdedora
 13505/19;2,79446E+13;Perdedora
 13505/19;2,19334E+13;Perdedora
 13505/19;5,07934E+12;Perdedora
 13505/19;2,9885E+13;Perdedora
 13505/19;1,74403E+13;Perdedora
 13505/19;7,63812E+12;Vencedora
 13536/19;5,821E+12;Vencedora
 50847/19;2,77761E+13;Perdedora
 50847/19;1,85787E+13;Vencedora
 50849/19;7,26428E+12;Perdedora
 50849/19;2,28852E+13;Vencedora
 50861/19;2,50802E+13;Vencedora
 50881/19;2,51947E+13;Perdedora
 50881/19;1,06343E+13;Vencedora
 50935/19;4,44179E+12;Perdedora
 50935/19;1,93699E+13;Vencedora
 51036/19;2,98789E+13;Perdedora
 51036/19;2,52151E+13;Perdedora
 51036/19;3,26667E+13;Perdedora
 51036/19;3,06769E+13;Perdedora
 51036/19;2,98421E+13;Perdedora
 51036/19;5,88117E+12;Perdedora
 51036/19;1,06765E+13;Perdedora
 51036/19;3,3777E+13;Vencedora
 51038/19;2,02564E+13;Perdedora
 51038/19;1,04539E+13;Perdedora
 51038/19;2,65209E+13;Perdedora
 51038/19;5,07934E+12;Perdedora
 51038/19;2,30117E+13;Vencedora
 51042/19;1,54557E+13;Vencedora
 51067/19;1,30331E+13;Vencedora
 51108/19;2,68058E+13;Vencedora
 51112/19;2,28769E+12;Perdedora
 51112/19;2,65209E+13;Perdedora
 51112/19;1,69785E+13;Perdedora
 51112/19;7,26428E+12;Perdedora
 51112/19;4,83061E+12;Perdedora
 51112/19;2,02564E+13;Perdedora
 51112/19;2,12405E+13;Vencedora
 51119/19;1,10834E+13;Vencedora
 51128/19;2,71061E+13;Vencedora
 51195/19;2,60923E+13;Vencedora
 51212/19;5,88117E+12;Perdedora
 51212/19;3,11625E+13;Perdedora
 51212/19;3,06769E+13;Perdedora
 51212/19;3,3777E+13;Vencedora
 51240/19;1,27284E+13;Vencedora
 51240/19;3,80804E+12;Vencedora
 51240/19;7,23965E+12;Vencedora
 51240/19;2,64654E+13;Vencedora
 51377/19;2,02564E+13;Perdedora
 51377/19;5,07934E+12;Perdedora
 51377/19;2,12119E+13;Perdedora
 51377/19;1,05653E+13;Perdedora
 51377/19;1,37774E+13;Perdedora
 51377/19;2,67434E+13;Vencedora
 51387/19;1,28015E+12;Perdedora
 51387/19;2,03859E+13;Perdedora
 51387/19;2,938E+13;Vencedora
 51464/19;1,37774E+13;Vencedora
 51556/19;1,43132E+13;Vencedora
 51606/19;1,2594E+13;Vencedora
 13761/19;1,37774E+13;Perdedora
 13761/19;4,44179E+12;Vencedora
 13764/19;1,37774E+13;Perdedora
 13764/19;2,65209E+13;Perdedora
 13764/19;1,11502E+13;Vencedora
 51697/19;1,25103E+13;Vencedora
 51697/19;1,10834E+13;Vencedora
 51828/19;2,71061E+13;Vencedora
 51895/19;1,89209E+13;Perdedora
 51895/19;5,15747E+12;Vencedora
 52007/19;2,65427E+13;Perdedora
 52007/19;1,89209E+13;Perdedora
 52007/19;1,37774E+13;Perdedora
 52007/19;2,44142E+13;Perdedora
 52007/19;3,16153E+13;Perdedora
 52007/19;2,09302E+13;Vencedora
 52022/19;1,28015E+12;Perdedora
 52022/19;7,52369E+12;Perdedora
 52022/19;9,20948E+12;Vencedora
 52076/19;2,46586E+13;Perdedora
 52076/19;1,5003E+13;Vencedora
 52225/19;1,75608E+13;Perdedora
 52225/19;3,22637E+12;Perdedora
 52225/19;2,69101E+13;Vencedora
 52268/19;3,39579E+12;Perdedora
 52268/19;3,05666E+13;Perdedora
 52268/19;1,5003E+13;Vencedora
 52284/19;1,5003E+13;Perdedora
 52284/19;2,74504E+13;Perdedora
 52284/19;3,25371E+13;Perdedora
 52284/19;1,9293E+13;Vencedora
 52334/19;1,02911E+13;Vencedora
 52459/19;3,03091E+13;Vencedora
 52485/19;3,5425E+13;Vencedora
 52578/19;2,40648E+13;Vencedora
 52698/19;6,32895E+12;Vencedora
 52700/19;9,31137E+12;Vencedora
 52700/19;2,69855E+13;Vencedora
 52706/19;1,75608E+13;Vencedora
 14050/19;2,01987E+13;Vencedora
 52857/19;2,40648E+13;Vencedora
 52860/19;2,65209E+13;Perdedora
 52860/19;2,09493E+13;Vencedora
 52909/19;1,08411E+12;Vencedora
 52910/19;7,58856E+12;Vencedora
 52935/19;2,35876E+13;Vencedora
 52988/19;1,67151E+13;Vencedora
 53037/19;2,46586E+13;Perdedora
 53037/19;2,42952E+13;Perdedora
 53037/19;2,98789E+13;Vencedora
 53049/19;1,10834E+13;Vencedora
 53090/19;6,18283E+12;Vencedora
 53092/19;4,66769E+12;Perdedora
 53092/19;7,26428E+12;Vencedora
 53096/19;1,37774E+13;Perdedora
 53096/19;1,2103E+13;Perdedora
 53096/19;6,73834E+11;Perdedora
 53096/19;1,16804E+13;Vencedora
 14152/19;2,27592E+13;Perdedora
 14152/19;1,51618E+13;Perdedora
 14152/19;1,8834E+13;Perdedora
 14152/19;2,86971E+13;Vencedora
 53209/19;1,10834E+13;Vencedora
 53224/19;2,27592E+13;Perdedora
 53224/19;1,51618E+13;Perdedora
 53224/19;3,00968E+13;Perdedora
 53224/19;2,86971E+13;Vencedora
 53292/19;9,6004E+12;Vencedora
 53319/19;1,56598E+13;Perdedora
 53319/19;9,21022E+12;Vencedora
 14238/19;1,66134E+13;Vencedora
 53422/19;3,26092E+13;Perdedora
 53422/19;2,19334E+13;Perdedora
 53422/19;2,09493E+13;Perdedora
 53422/19;2,27517E+13;Perdedora
 53422/19;2,44142E+13;Perdedora
 53422/19;1,3962E+13;Perdedora
 53422/19;8,65184E+12;Vencedora
 53511/19;2,17848E+13;Perdedora
 53511/19;2,67434E+13;Perdedora
 53511/19;2,02564E+13;Perdedora
 53511/19;2,65209E+13;Perdedora
 53511/19;2,9885E+13;Vencedora
 53521/19;3,3777E+13;Perdedora
 53521/19;2,70592E+13;Vencedora
 14299/19;1,66134E+13;Vencedora
 53578/19;7,47903E+12;Vencedora
 53612/19;3,25581E+12;Vencedora
 53640/19;3,09997E+13;Vencedora
 14342/19;1,51618E+13;Vencedora
 53654/19;5,50204E+12;Vencedora
 53655/19;4,66769E+12;Vencedora
 53660/19;1,67072E+13;Vencedora
 14357/19;2,42797E+13;Vencedora
 14358/19;1,74219E+13;Perdedora
 14358/19;1,74403E+13;Perdedora
 14358/19;5,88117E+12;Perdedora
 14358/19;1,51618E+13;Perdedora
 14358/19;1,89209E+13;Vencedora
 53747/19;2,70592E+13;Vencedora
 53836/19;2,23384E+13;Vencedora
 53962/19;2,21637E+13;Vencedora
 53984/19;1,96134E+13;Vencedora
 54124/19;1,44026E+13;Vencedora
 54124/19;1,56598E+13;Vencedora
 54214/19;1,05888E+13;Vencedora
 54217/19;1,05888E+13;Vencedora
 54316/19;1,67151E+13;Perdedora
 54316/19;1,41024E+13;Vencedora
 54320/19;3,1959E+13;Vencedora
 54320/19;1,37774E+13;Vencedora
 54324/19;1,37774E+13;Perdedora
 54324/19;3,1959E+13;Vencedora
 54391/19;2,7082E+13;Perdedora
 54391/19;2,42635E+13;Perdedora
 54391/19;2,27592E+13;Perdedora
 54391/19;2,98789E+13;Perdedora
 54391/19;2,77761E+13;Vencedora
 54453/19;3,12486E+13;Vencedora
 54467/19;2,18202E+13;Vencedora
 54467/19;2,42797E+13;Vencedora
 54590/19;2,67433E+13;Perdedora
 54590/19;2,02564E+13;Perdedora
 54590/19;1,24027E+13;Perdedora
 54590/19;2,65209E+13;Perdedora
 54590/19;2,67434E+13;Vencedora
 54647/19;1,85787E+13;Perdedora
 54647/19;1,08723E+13;Perdedora
 54647/19;2,65209E+13;Perdedora
 54647/19;7,60931E+12;Perdedora
 54647/19;1,74403E+13;Perdedora
 54647/19;2,79446E+13;Perdedora
 54647/19;2,97113E+13;Perdedora
 54647/19;1,37218E+13;Perdedora
 54647/19;4,44179E+12;Vencedora
 54697/19;1,41024E+13;Vencedora
 54703/19;1,94932E+13;Vencedora
 54712/19;7,60931E+12;Perdedora
